SeqName	EPI_ISL	IsolateName	CollectionDate	Country	State	Place	decDate
Mexico|CMX-INMEGEN-03-02-20|EPI_ISL_1181717|B.1.1.519|2021-02-22	EPI_ISL_1181717	CMX-INMEGEN-03-02-20	2021-02-22	North America	Mexico	Mexico City	2021.14246575342
Mexico|CMX-INMEGEN-03-02-21|EPI_ISL_1181718|B.1.1.519|2021-02-22	EPI_ISL_1181718	CMX-INMEGEN-03-02-21	2021-02-22	North America	Mexico	Mexico City	2021.14246575342
Belgium|LL-0328341|EPI_ISL_462195|B.1.1.200|2020-03-28	EPI_ISL_462195	LL-0328341	2020-03-28	Europe	Belgium	Geraardsbergen	2020.23561643836
Belgium|VHEJ-0329357|EPI_ISL_462211|B.1.1.221|2020-03-29	EPI_ISL_462211	VHEJ-0329357	2020-03-29	Europe	Belgium	Broechem	2020.23835616438
Italy|VEN-SI_139|EPI_ISL_1181818|B.1.1.204|2020-03-07	EPI_ISL_1181818	VEN-SI_139	2020-03-07	Europe	Italy	Veneto	2020.17808219178
USA|WA-S904|EPI_ISL_463394|B.1.1.291|2020-04-27	EPI_ISL_463394	WA-S904	2020-04-27	North America	USA	Washington	2020.31780821918
United_Kingdom|201061034|EPI_ISL_464404|B.58|2020-03-04	EPI_ISL_464404	201061034	2020-03-04	Europe	United Kingdom	England	2020.1698630137
United_Kingdom|201061454|EPI_ISL_464412|B.1.1.323|2020-02-29	EPI_ISL_464412	201061454	2020-02-29	Europe	United Kingdom	England	2020.16164383562
United_Kingdom|20109028804|EPI_ISL_464549|B.1.201|2020-03-06	EPI_ISL_464549	20109028804	2020-03-06	Europe	United Kingdom	England	2020.17534246575
United_Kingdom|201140778|EPI_ISL_464741|B.1.284|2020-03-09	EPI_ISL_464741	201140778	2020-03-09	Europe	United Kingdom	England	2020.18356164384
United_Kingdom|201141581|EPI_ISL_464766|B.1.391|2020-03-09	EPI_ISL_464766	201141581	2020-03-09	Europe	United Kingdom	England	2020.18356164384
United_Kingdom|201160037|EPI_ISL_464779|B.1.250|2020-03-12	EPI_ISL_464779	201160037	2020-03-12	Europe	United Kingdom	England	2020.19178082192
United_Kingdom|20118179304|EPI_ISL_465000|B.1.1.89|2020-03-12	EPI_ISL_465000	20118179304	2020-03-12	Europe	United Kingdom	England	2020.19178082192
United_Kingdom|20122017204|EPI_ISL_465738|B.1.1|2020-03-15	EPI_ISL_465738	20122017204	2020-03-15	Europe	United Kingdom	England	2020.2
South_Africa|KRISP-0143|EPI_ISL_467493|B.1.1.56|2020-05-21	EPI_ISL_467493	KRISP-0143	2020-05-21	Africa	South Africa	KwaZulu-Natal	2020.38356164384
USA|TX-QDX-25|EPI_ISL_467906|B.1.324|2020-03-15	EPI_ISL_467906	TX-QDX-25	2020-03-15	North America	USA	Texas	2020.2
USA|CA-SR0447|EPI_ISL_467971|B.1.552|2020-03-30	EPI_ISL_467971	CA-SR0447	2020-03-30	North America	USA	California	2020.24109589041
USA|CA-CZB-1414|EPI_ISL_468389|B.1.163|2020-03-16	EPI_ISL_468389	CA-CZB-1414	2020-03-16	North America	USA	California	2020.20273972603
USA|NY-QDX-87|EPI_ISL_468582|B.1.586|2020-03-12	EPI_ISL_468582	NY-QDX-87	2020-03-12	North America	USA	New York	2020.19178082192
Belgium|UGent-96|EPI_ISL_468744|B.1.1.75|2020-03-17	EPI_ISL_468744	UGent-96	2020-03-17	Europe	Belgium	Ghent	2020.20547945205
Spain|PV-IBV-2137|EPI_ISL_468885|B.1.1|2020-04-12	EPI_ISL_468885	PV-IBV-2137	2020-04-12	Europe	Spain	Basque Country	2020.27671232877
United_Kingdom|EDB1832|EPI_ISL_433152|B.1|2020-04-16	EPI_ISL_433152	EDB1832	2020-04-16	Europe	United Kingdom	Scotland	2020.28767123288
United_Kingdom|NIRE-FC368|EPI_ISL_470028|B.1.1.148|2020-04-12	EPI_ISL_470028	NIRE-FC368	2020-04-12	Europe	United Kingdom	Northern Ireland	2020.27671232877
Russia|Moscow_PMVL-10|EPI_ISL_470903|B.1.1.500|2020-04-10	EPI_ISL_470903	Moscow_PMVL-10	2020-04-10	Europe	Russia	Moscow	2020.27123287671
USA|AZ-TG745884|EPI_ISL_1182416|B.1.1.519|2020-11-07	EPI_ISL_1182416	AZ-TG745884	2020-11-07	North America	USA	Arizona	2020.84931506849
United_Kingdom|PHWC-15C462|EPI_ISL_472490|B.1.1.249|2020-03-26	EPI_ISL_472490	PHWC-15C462	2020-03-26	Europe	United Kingdom	Wales	2020.2301369863
Israel|CVL-n-6112|EPI_ISL_475010|B.1.505|2020-03-15	EPI_ISL_475010	CVL-n-6112	2020-03-15	Asia	Israel	Ramla	2020.2
Sweden|20-50299|EPI_ISL_475129|B.1.1.135|2020-03-12	EPI_ISL_475129	20-50299	2020-03-12	Europe	Sweden	Varmland	2020.19178082192
Sweden|20-50673|EPI_ISL_475155|B.1.1.261|2020-04-06	EPI_ISL_475155	20-50673	2020-04-06	Europe	Sweden	Vasternorrland	2020.2602739726
USA|CA-CSMC110|EPI_ISL_475586|A.24|2020-03-22	EPI_ISL_475586	CA-CSMC110	2020-03-22	North America	USA	California	2020.21917808219
Australia|NSW601|EPI_ISL_478713|B.1|2020-04-13	EPI_ISL_478713	NSW601	2020-04-13	Oceania	Australia	New South Wales	2020.27945205479
Japan|PG-0189|EPI_ISL_479894|B.1.1.283|2020-03-16	EPI_ISL_479894	PG-0189	2020-03-16	Asia	Japan	Kanto	2020.20273972603
Bulgaria|06|EPI_ISL_480297|B.1.1.192|2020-03-21	EPI_ISL_480297	06	2020-03-21	Europe	Bulgaria	Pleven	2020.21643835616
Finland|20A16S7|EPI_ISL_481595|B.1.490|2020-04-20	EPI_ISL_481595	20A16S7	2020-04-20	Europe	Finland	Uusimaa	2020.29863013699
USA|OR-PROV-220|EPI_ISL_482455|B.1.161|2020-03-27	EPI_ISL_482455	OR-PROV-220	2020-03-27	North America	USA	Oregon	2020.23287671233
Egypt|MASRI-014|EPI_ISL_482765|B.1.466|2020-04-30	EPI_ISL_482765	MASRI-014	2020-04-30	Africa	Egypt	NA	2020.32602739726
USA|MN-MDH-1293|EPI_ISL_483013|B.1.330|2020-03-24	EPI_ISL_483013	MN-MDH-1293	2020-03-24	North America	USA	Minnesota	2020.22465753425
United_Kingdom|GSTT-265E3C2|EPI_ISL_484195|B.1.391|2020-03-14	EPI_ISL_484195	GSTT-265E3C2	2020-03-14	Europe	United Kingdom	England	2020.19726027397
USA|WY-WPHL-21016884|EPI_ISL_1182650|B.1.1.519|2021-02-17	EPI_ISL_1182650	WY-WPHL-21016884	2021-02-17	North America	USA	Wyoming	2021.12876712329
Russia|CRIE187963|EPI_ISL_486829|B.1.1.163|2020-04-01	EPI_ISL_486829	CRIE187963	2020-04-01	Europe	Russia	Moscow	2020.24657534247
USA|AK-PHL7223|EPI_ISL_1182716|B.1.1.519|2021-02-16	EPI_ISL_1182716	AK-PHL7223	2021-02-16	North America	USA	Alaska	2021.12602739726
USA|AK-PHL7229|EPI_ISL_1182722|B.1.1.519|2021-02-16	EPI_ISL_1182722	AK-PHL7229	2021-02-16	North America	USA	Alaska	2021.12602739726
USA|AK-PHL7130|EPI_ISL_1182773|B.1.1.519|2021-02-15	EPI_ISL_1182773	AK-PHL7130	2021-02-15	North America	USA	Alaska	2021.12328767123
USA|AK-PHL7140|EPI_ISL_1182781|B.1.1.519|2021-02-15	EPI_ISL_1182781	AK-PHL7140	2021-02-15	North America	USA	Alaska	2021.12328767123
USA|AK-PHL7148|EPI_ISL_1182788|B.1.1.519|2021-02-15	EPI_ISL_1182788	AK-PHL7148	2021-02-15	North America	USA	Alaska	2021.12328767123
USA|AK-PHL7162|EPI_ISL_1182800|B.1.1.519|2021-02-15	EPI_ISL_1182800	AK-PHL7162	2021-02-15	North America	USA	Alaska	2021.12328767123
USA|AK-PHL7163|EPI_ISL_1182801|B.1.1.519|2021-02-15	EPI_ISL_1182801	AK-PHL7163	2021-02-15	North America	USA	Alaska	2021.12328767123
USA|AK-PHL7171|EPI_ISL_1182808|B.1.1.519|2021-02-15	EPI_ISL_1182808	AK-PHL7171	2021-02-15	North America	USA	Alaska	2021.12328767123
United_Kingdom|GCVR-17176E|EPI_ISL_489620|B.1.248|2020-03-28	EPI_ISL_489620	GCVR-17176E	2020-03-28	Europe	United Kingdom	Scotland	2020.23561643836
United_Kingdom|BRIS-1309ED|EPI_ISL_492694|B.10|2020-03-12	EPI_ISL_492694	BRIS-1309ED	2020-03-12	Europe	United Kingdom	England	2020.19178082192
USA|WY-WYPHL-20007007|EPI_ISL_493063|B.1.301|2020-04-01	EPI_ISL_493063	WY-WYPHL-20007007	2020-04-01	North America	USA	Wyoming	2020.24657534247
USA|NC-QDX-171|EPI_ISL_494523|B.1.498|2020-04-27	EPI_ISL_494523	NC-QDX-171	2020-04-27	North America	USA	North Carolina	2020.31780821918
USA|TX-QDX-188|EPI_ISL_494543|B.1.366|2020-04-27	EPI_ISL_494543	TX-QDX-188	2020-04-27	North America	USA	Texas	2020.31780821918
Hong_Kong|HKU-200723-004|EPI_ISL_497771|B.42|2020-01-29	EPI_ISL_497771	HKU-200723-004	2020-01-29	Asia	Hong Kong	NA	2020.07671232877
United_Kingdom|LIVE-A3E9C|EPI_ISL_499956|B.1.1.95|2020-05-18	EPI_ISL_499956	LIVE-A3E9C	2020-05-18	Europe	United Kingdom	England	2020.37534246575
United_Kingdom|LIVE-A4B49|EPI_ISL_500074|B.1.1.372|2020-03-11	EPI_ISL_500074	LIVE-A4B49	2020-03-11	Europe	United Kingdom	England	2020.18904109589
Australia|NSW2004|EPI_ISL_500596|B.1.384|2020-03-15	EPI_ISL_500596	NSW2004	2020-03-15	Oceania	Australia	New South Wales	2020.2
USA|VA-DCLS-0684|EPI_ISL_500846|B.1.451|2020-04-18	EPI_ISL_500846	VA-DCLS-0684	2020-04-18	North America	USA	Virginia	2020.29315068493
United_Kingdom|NORT-2A6222|EPI_ISL_507128|B.57|2020-03-02	EPI_ISL_507128	NORT-2A6222	2020-03-02	Europe	United Kingdom	England	2020.16438356164
Sweden|20-51697|EPI_ISL_510834|B.1.342|2020-05-23	EPI_ISL_510834	20-51697	2020-05-23	Europe	Sweden	Stockholm	2020.38904109589
Portugal|PT1401|EPI_ISL_511360|B.1.1|2020-03-29	EPI_ISL_511360	PT1401	2020-03-29	Europe	Portugal	NA	2020.23835616438
Portugal|PT1095|EPI_ISL_511642|B.1.224|2020-03-16	EPI_ISL_511642	PT1095	2020-03-16	Europe	Portugal	NA	2020.20273972603
India|WB-IK62|EPI_ISL_511903|B.1.206|2020-04-09	EPI_ISL_511903	WB-IK62	2020-04-09	Asia	India	West Bengal	2020.26849315068
Sierra_Leone|KGH-G-8625|EPI_ISL_512816|A.12|2020-04-10	EPI_ISL_512816	KGH-G-8625	2020-04-10	Africa	Sierra Leone	NA	2020.27123287671
USA|CA-CZB-2341|EPI_ISL_513791|B.1.452|2020-05-12	EPI_ISL_513791	CA-CZB-2341	2020-05-12	North America	USA	California	2020.35890410959
USA|Navy-CDC-3539679-001|EPI_ISL_514090|B.1.1|2020-04-24	EPI_ISL_514090	Navy-CDC-3539679-001	2020-04-24	North America	USA	NA	2020.3095890411
Ghana|84182_S43|EPI_ISL_515104|B.1.1.404|2020-05-25	EPI_ISL_515104	84182_S43	2020-05-25	Africa	Ghana	NA	2020.39452054795
USA|VA-DCLS-0824|EPI_ISL_516698|B.1.1.447|2020-05-05	EPI_ISL_516698	VA-DCLS-0824	2020-05-05	North America	USA	Virginia	2020.3397260274
Netherlands|GE-EMC-217|EPI_ISL_523199|B.1.22|2020-03-05	EPI_ISL_523199	GE-EMC-217	2020-03-05	Europe	Netherlands	Gelderland	2020.17260273973
USA|UT-UPHL-04478|EPI_ISL_525343|B.1.444|2020-05-21	EPI_ISL_525343	UT-UPHL-04478	2020-05-21	North America	USA	Utah	2020.38356164384
USA|NY-Wadsworth-57118-01|EPI_ISL_525686|B.1.506|2020-04-20	EPI_ISL_525686	NY-Wadsworth-57118-01	2020-04-20	North America	USA	New York	2020.29863013699
Switzerland|BS-UHB-42193328|EPI_ISL_528149|B.1|2020-03-16	EPI_ISL_528149	BS-UHB-42193328	2020-03-16	Europe	Switzerland	Basel-Stadt	2020.20273972603
India|TG-CCMB-GC1|EPI_ISL_528810|B.1.537|2020-05-24	EPI_ISL_528810	TG-CCMB-GC1	2020-05-24	Asia	India	Telangana	2020.39178082192
China|IME-WH01|EPI_ISL_529213|A|2019-12-30	EPI_ISL_529213	IME-WH01	2019-12-30	Asia	China	Hubei	2019.99452054795
United_Kingdom|SHEF-C80F5|EPI_ISL_529433|B.1.1.86|2020-05-19	EPI_ISL_529433	SHEF-C80F5	2020-05-19	Europe	United Kingdom	England	2020.37808219178
Switzerland|BS-UHB-42185807|EPI_ISL_530122|B.1|2020-03-11	EPI_ISL_530122	BS-UHB-42185807	2020-03-11	Europe	Switzerland	Basel-Stadt	2020.18904109589
United_Kingdom|QEUH-544733|EPI_ISL_533364|B.1.238|2020-05-14	EPI_ISL_533364	QEUH-544733	2020-05-14	Europe	United Kingdom	England	2020.36438356164
Canada|QC-LSPQ-L00217574|EPI_ISL_535765|B.1.547|2020-03-13	EPI_ISL_535765	QC-LSPQ-L00217574	2020-03-13	North America	Canada	Quebec	2020.19452054795
Canada|Qc-LSPQ-L00239009|EPI_ISL_536230|B.1.219|2020-03-22	EPI_ISL_536230	Qc-LSPQ-L00239009	2020-03-22	North America	Canada	Quebec	2020.21917808219
United_Kingdom|SHEF-10B2E79|EPI_ISL_537248|B.1.173|2020-05-16	EPI_ISL_537248	SHEF-10B2E79	2020-05-16	Europe	United Kingdom	England	2020.3698630137
United_Kingdom|LEED-2A87C7|EPI_ISL_539017|B.1.110.2|2020-04-03	EPI_ISL_539017	LEED-2A87C7	2020-04-03	Europe	United Kingdom	England	2020.25205479452
United_Kingdom|QEUH-9A4506|EPI_ISL_540217|B.1.1.138|2020-04-04	EPI_ISL_540217	QEUH-9A4506	2020-04-04	Europe	United Kingdom	Wales	2020.25479452055
Czech_Republic|NRL-6834|EPI_ISL_541333|B.1.1.266|2020-05-23	EPI_ISL_541333	NRL-6834	2020-05-23	Europe	Czech Republic	Moravian-Silesian Region	2020.38904109589
Spain|IB-IBV-99007264|EPI_ISL_541968|B.1.1.44|2020-02-28	EPI_ISL_541968	IB-IBV-99007264	2020-02-28	Europe	Spain	Balearic Islands	2020.15890410959
Italy|LOM-UniMI-L343|EPI_ISL_542282|B.1.380|2020-03-04	EPI_ISL_542282	LOM-UniMI-L343	2020-03-04	Europe	Italy	Lombardy	2020.1698630137
USA|TX-HMH-1172|EPI_ISL_542563|B.1.572|2020-04-26	EPI_ISL_542563	TX-HMH-1172	2020-04-26	North America	USA	Texas	2020.31506849315
USA|TX-HMH-1371|EPI_ISL_542678|B.1.511|2020-05-02	EPI_ISL_542678	TX-HMH-1371	2020-05-02	North America	USA	Texas	2020.33150684932
USA|TX-HMH-3036|EPI_ISL_543949|B.1.1.230|2020-05-22	EPI_ISL_543949	TX-HMH-3036	2020-05-22	North America	USA	Texas	2020.38630136986
USA|TX-HMH-2050|EPI_ISL_545087|B.1.1.118|2020-05-11	EPI_ISL_545087	TX-HMH-2050	2020-05-11	North America	USA	Texas	2020.35616438356
USA|NMDOH-2021064670|EPI_ISL_1186059|B.1.1.519|2021-02-22	EPI_ISL_1186059	NMDOH-2021064670	2021-02-22	North America	USA	New Mexico	2021.14246575342
United_Kingdom|ALDP-49F3BE|EPI_ISL_559611|B.1.1.45|2020-05-22	EPI_ISL_559611	ALDP-49F3BE	2020-05-22	Europe	United Kingdom	England	2020.38630136986
United_Kingdom|MILK-482D1A|EPI_ISL_559696|B.1.1.217|2020-04-26	EPI_ISL_559696	MILK-482D1A	2020-04-26	Europe	United Kingdom	England	2020.31506849315
USA|UT-UPHL-03046|EPI_ISL_560897|B.1.554|2020-05-02	EPI_ISL_560897	UT-UPHL-03046	2020-05-02	North America	USA	Utah	2020.33150684932
Russia|OMS-ORINFI-7121S|EPI_ISL_569742|B.1.1.506|2020-05-14	EPI_ISL_569742	OMS-ORINFI-7121S	2020-05-14	Europe	Russia	Omsk	2020.36438356164
USA|WA-UW-8165|EPI_ISL_570200|B.1.341|2020-04-25	EPI_ISL_570200	WA-UW-8165	2020-04-25	North America	USA	Washington	2020.31232876712
USA|MN-QDX-1320|EPI_ISL_572109|B.1.589|2020-03-15	EPI_ISL_572109	MN-QDX-1320	2020-03-15	North America	USA	Minnesota	2020.2
USA|UT-UPHL-02807|EPI_ISL_575081|B.1.106|2020-04-23	EPI_ISL_575081	UT-UPHL-02807	2020-04-23	North America	USA	Utah	2020.30684931507
New_Zealand|20VR3181|EPI_ISL_579469|B.1.545|2020-03-25	EPI_ISL_579469	20VR3181	2020-03-25	Oceania	New Zealand	Canterbury	2020.22739726027
United_Kingdom|ALDP-9EDBD2|EPI_ISL_580650|B.1.1.253|2020-05-09	EPI_ISL_580650	ALDP-9EDBD2	2020-05-09	Europe	United Kingdom	England	2020.35068493151
Canada|ON-S1230|EPI_ISL_586305|B.1.1.181|2020-03-22	EPI_ISL_586305	ON-S1230	2020-03-22	North America	Canada	Ontario	2020.21917808219
USA|MN-MDH-1768|EPI_ISL_590772|B.1.596|2020-04-11	EPI_ISL_590772	MN-MDH-1768	2020-04-11	North America	USA	Minnesota	2020.27397260274
USA|MN-MDH-1774|EPI_ISL_590777|B.1.382|2020-04-13	EPI_ISL_590777	MN-MDH-1774	2020-04-13	North America	USA	Minnesota	2020.27945205479
USA|CA-LACPHL-AF00534|EPI_ISL_1191119|B.1.1.519|2021-02-15	EPI_ISL_1191119	CA-LACPHL-AF00534	2021-02-15	North America	USA	California	2021.12328767123
USA|FL-BPHL-0754|EPI_ISL_1191490|B.1.1.519|2021-02-08	EPI_ISL_1191490	FL-BPHL-0754	2021-02-08	North America	USA	Florida	2021.10410958904
USA|FL-BPHL-0840|EPI_ISL_1191576|B.1.1.519|2021-02-19	EPI_ISL_1191576	FL-BPHL-0840	2021-02-19	North America	USA	Florida	2021.13424657534
USA|FL-BPHL-0843|EPI_ISL_1191579|B.1.1.519|2021-02-19	EPI_ISL_1191579	FL-BPHL-0843	2021-02-19	North America	USA	Florida	2021.13424657534
USA|NH-CDC-QDX22162996|EPI_ISL_1193993|B.1.1.519|2021-02-16	EPI_ISL_1193993	NH-CDC-QDX22162996	2021-02-16	North America	USA	New Hampshire	2021.12602739726
USA|IL-CDC-QDX22204735|EPI_ISL_1193823|B.1.1.519|2021-02-18	EPI_ISL_1193823	IL-CDC-QDX22204735	2021-02-18	North America	USA	Illinois	2021.13150684931
Spain|CT-IBV-98014686|EPI_ISL_1194072|B.1.1.519|2021-01-24	EPI_ISL_1194072	CT-IBV-98014686	2021-01-24	Europe	Spain	Catalunya	2021.06301369863
USA|TX-CDC-QDX22287725|EPI_ISL_1194262|B.1.1.519|2021-02-16	EPI_ISL_1194262	TX-CDC-QDX22287725	2021-02-16	North America	USA	Texas	2021.12602739726
USA|TX-CDC-QDX22287858|EPI_ISL_1194336|B.1.1.519|2021-02-16	EPI_ISL_1194336	TX-CDC-QDX22287858	2021-02-16	North America	USA	Texas	2021.12602739726
USA|TX-CDC-QDX22292317|EPI_ISL_1194337|B.1.1.519|2021-02-22	EPI_ISL_1194337	TX-CDC-QDX22292317	2021-02-22	North America	USA	Texas	2021.14246575342
USA|LA-CDC-QDX22282646|EPI_ISL_1194360|B.1.1.519|2021-02-22	EPI_ISL_1194360	LA-CDC-QDX22282646	2021-02-22	North America	USA	Louisiana	2021.14246575342
Spain|CT-HUVH-89347|EPI_ISL_1195269|B.1.1.519|2021-02-18	EPI_ISL_1195269	CT-HUVH-89347	2021-02-18	Europe	Spain	Catalunya	2021.13150684931
Spain|CT-HUVH-90035|EPI_ISL_1195271|B.1.1.519|2021-02-18	EPI_ISL_1195271	CT-HUVH-90035	2021-02-18	Europe	Spain	Catalunya	2021.13150684931
Australia|WA189|EPI_ISL_596752|B.1.36.33|2020-05-23	EPI_ISL_596752	WA189	2020-05-23	Oceania	Australia	Western Australia	2020.38904109589
USA|TX-DSHS-0912|EPI_ISL_602210|B.1.599|2020-05-20	EPI_ISL_602210	TX-DSHS-0912	2020-05-20	North America	USA	Texas	2020.38082191781
USA|CA-QDX-1625|EPI_ISL_603907|B.1.170|2020-03-19	EPI_ISL_603907	CA-QDX-1625	2020-03-19	North America	USA	California	2020.21095890411
USA|FL-QDX-1620|EPI_ISL_603938|B.1.293|2020-03-16	EPI_ISL_603938	FL-QDX-1620	2020-03-16	North America	USA	Florida	2020.20273972603
USA|FL-QDX-1658|EPI_ISL_603941|B.1.1.67|2020-03-18	EPI_ISL_603941	FL-QDX-1658	2020-03-18	North America	USA	Florida	2020.20821917808
USA|MN-QDX-1722|EPI_ISL_604071|B.1.424|2020-03-16	EPI_ISL_604071	MN-QDX-1722	2020-03-16	North America	USA	Minnesota	2020.20273972603
USA|CA-QDX-1915|EPI_ISL_604200|B.1.441|2020-03-16	EPI_ISL_604200	CA-QDX-1915	2020-03-16	North America	USA	California	2020.20273972603
USA|NY-NYULH454|EPI_ISL_1195747|B.1.1.519|2021-02-21	EPI_ISL_1195747	NY-NYULH454	2021-02-21	North America	USA	New York	2021.1397260274
USA|UT-QDX-2230|EPI_ISL_604591|B.1.413|2020-03-12	EPI_ISL_604591	UT-QDX-2230	2020-03-12	North America	USA	Utah	2020.19178082192
USA|NY-NYULH478|EPI_ISL_1195770|B.1.1.519|2021-02-20	EPI_ISL_1195770	NY-NYULH478	2021-02-20	North America	USA	New York	2021.13698630137
USA|LA-QDX-2624|EPI_ISL_604936|B.1.284|2020-03-16	EPI_ISL_604936	LA-QDX-2624	2020-03-16	North America	USA	Louisiana	2020.20273972603
United_Kingdom|PORT-2D2111|EPI_ISL_611771|B.1.177.20|2020-03-21	EPI_ISL_611771	PORT-2D2111	2020-03-21	Europe	United Kingdom	England	2020.21643835616
Denmark|DCGC-961|EPI_ISL_614557|B.1.179|2020-03-09	EPI_ISL_614557	DCGC-961	2020-03-09	Europe	Denmark	Sjaelland	2020.18356164384
Denmark|DCGC-979|EPI_ISL_614577|B.1.39|2020-03-09	EPI_ISL_614577	DCGC-979	2020-03-09	Europe	Denmark	Nordjylland	2020.18356164384
Denmark|DCGC-991|EPI_ISL_614581|B.1.118|2020-03-09	EPI_ISL_614581	DCGC-991	2020-03-09	Europe	Denmark	Sjaelland	2020.18356164384
USA|AK-PHL7215|EPI_ISL_1195939|B.1.1.519|2021-02-16	EPI_ISL_1195939	AK-PHL7215	2021-02-16	North America	USA	Alaska	2021.12602739726
USA|AK-PHL7328|EPI_ISL_1195975|B.1.1.519|2021-02-18	EPI_ISL_1195975	AK-PHL7328	2021-02-18	North America	USA	Alaska	2021.13150684931
USA|MN-MDH-3174|EPI_ISL_1196218|B.1.1.519|2021-02-16	EPI_ISL_1196218	MN-MDH-3174	2021-02-16	North America	USA	Minnesota	2021.12602739726
Denmark|DCGC-6742|EPI_ISL_622356|A.15|2020-04-20	EPI_ISL_622356	DCGC-6742	2020-04-20	Europe	Denmark	Hovedstaden	2020.29863013699
USA|NY-NYCPHL-003652|EPI_ISL_1200625|B.1.1.519|2021-03-01	EPI_ISL_1200625	NY-NYCPHL-003652	2021-03-01	North America	USA	New York	2021.16164383562
USA|NY-NYCPHL-000123|EPI_ISL_631614|B.1|2020-03-31	EPI_ISL_631614	NY-NYCPHL-000123	2020-03-31	North America	USA	New York	2020.24383561644
South_Africa|NHLS-UCT-GP-5021|EPI_ISL_640097|B.1.1.34|2020-04-15	EPI_ISL_640097	NHLS-UCT-GP-5021	2020-04-15	Africa	South Africa	Western Cape	2020.28493150685
Poland|PL_MCB_72|EPI_ISL_645071|B.1.213|2020-05-10	EPI_ISL_645071	PL_MCB_72	2020-05-10	Europe	Poland	NA	2020.35342465753
Zimbabwe|ZW-25|EPI_ISL_647977|B.1|2020-03-01	EPI_ISL_647977	ZW-25	2020-03-01	Africa	Zimbabwe	NA	2020.16164383562
Equatorial_Guinea|2426|EPI_ISL_648316|B.1.192|2020-04-21	EPI_ISL_648316	2426	2020-04-21	Africa	Equatorial Guinea	Bioko Norte	2020.30136986301
USA|FL-BPHL-1986|EPI_ISL_653139|B.1.509|2020-04-18	EPI_ISL_653139	FL-BPHL-1986	2020-04-18	North America	USA	Florida	2020.29315068493
Nigeria|NG57839|EPI_ISL_654794|B.1.1.487|2020-03-22	EPI_ISL_654794	NG57839	2020-03-22	Africa	Nigeria	NA	2020.21917808219
United_Kingdom|CAMB-7386A|EPI_ISL_425246|B.1.1.398|2020-03-31	EPI_ISL_425246	CAMB-7386A	2020-03-31	Europe	United Kingdom	England	2020.24383561644
China|IVDC-HB-04|EPI_ISL_402120|B|2020-01-01	EPI_ISL_402120	IVDC-HB-04	2020-01-01	Asia	China	Hubei	2020
China|IPBCAMS-WH-01|EPI_ISL_402123|B|2019-12-24	EPI_ISL_402123	IPBCAMS-WH-01	2019-12-24	Asia	China	Hubei	2019.97808219178
China|WIV02|EPI_ISL_402127|B|2019-12-30	EPI_ISL_402127	WIV02	2019-12-30	Asia	China	Hubei	2019.99452054795
China|WIV05|EPI_ISL_402128|B|2019-12-30	EPI_ISL_402128	WIV05	2019-12-30	Asia	China	Hubei	2019.99452054795
China|WIV07|EPI_ISL_402130|B|2019-12-30	EPI_ISL_402130	WIV07	2019-12-30	Asia	China	Hubei	2019.99452054795
China|HBCDC-HB-01|EPI_ISL_402132|B|2019-12-30	EPI_ISL_402132	HBCDC-HB-01	2019-12-30	Asia	China	Hubei	2019.99452054795
China|IPBCAMS-WH-05|EPI_ISL_403928|B|2020-01-01	EPI_ISL_403928	IPBCAMS-WH-05	2020-01-01	Asia	China	Hubei	2020
China|IPBCAMS-WH-03|EPI_ISL_403930|B|2019-12-30	EPI_ISL_403930	IPBCAMS-WH-03	2019-12-30	Asia	China	Hubei	2019.99452054795
Netherlands|Tilburg_1363354|EPI_ISL_413586|B.11|2020-02-27	EPI_ISL_413586	Tilburg_1363354	2020-02-27	Europe	Netherlands	Noord-Brabant	2020.15616438356
USA|Cruise-CDC-3054886-001|EPI_ISL_414480|B|2020-02-21	EPI_ISL_414480	Cruise-CDC-3054886-001	2020-02-21	North America	USA	NA	2020.1397260274
Netherlands|NoordBrabant_21|EPI_ISL_414530|B.1.8|2020-03-04	EPI_ISL_414530	NoordBrabant_21	2020-03-04	Europe	Netherlands	Noord-Brabant	2020.1698630137
France|HDF-1993|EPI_ISL_414637|B.1.277|2020-03-04	EPI_ISL_414637	HDF-1993	2020-03-04	Europe	France	Hauts-de-France	2020.1698630137
China|SH0054|EPI_ISL_416362|B|2020-02-02	EPI_ISL_416362	SH0054	2020-02-02	Asia	China	Shanghai	2020.08767123288
United_Kingdom|CVR47|EPI_ISL_425776|B.32|2020-03-13	EPI_ISL_425776	CVR47	2020-03-13	Europe	United Kingdom	Scotland	2020.19452054795
France|ARA-06531|EPI_ISL_416756|B.1.387|2020-03-06	EPI_ISL_416756	ARA-06531	2020-03-06	Europe	France	Auvergne-Rhone-Alpes	2020.17534246575
Belgium|ULG-3683|EPI_ISL_417011|B.38|2020-03-07	EPI_ISL_417011	ULG-3683	2020-03-07	Europe	Belgium	Liège	2020.17808219178
Hong_Kong|HKPU23_2601|EPI_ISL_417183|B.43|2020-01-30	EPI_ISL_417183	HKPU23_2601	2020-01-30	Asia	Hong Kong	NA	2020.07945205479
United_Kingdom|20108006603|EPI_ISL_417253|B|2020-03-03	EPI_ISL_417253	20108006603	2020-03-03	Europe	United Kingdom	England	2020.16712328767
